Code,Name,Manufacturer,Character,System Type,Category,Subtype,Item Type,Part Type,Description,Note,Elemental,Canonical Name,Canonical Rarity,General Category,Specific Category,Is Legendary,Matched Legendary Name,Moved From Manufacturer,Moved Manufacturer Type,Search Text
{234:55},ClassMod.stat2_reload_speed,,,,Perk,Reload speed,Classmod,Reload speed,+26% Reload Speed,,,+26% Reload Speed,Common,Other,Reload speed,False,,Perk,Other,{234:55} classmod.stat2_reload_speed perk classmod reload speed +26% reload speed common other reload speed
{234:56},ClassMod.stat2_melee_damage,,,,Perk,Melee Damage,Classmod,Melee Damage,+60% Melee Damage,,,+60% Melee Damage,Common,Other,Melee Damage,False,,Perk,Other,{234:56} classmod.stat2_melee_damage perk classmod melee damage +60% melee damage common other melee damage
{234:57},ClassMod.stat2_max_health,,,,Perk,Maximum Health Capacity,Classmod,Maximum Health Capacity,+2603 Maximum Health Capacity,,,+2603 Maximum Health Capacity,Common,Other,Maximum Health Capacity,False,,Perk,Other,{234:57} classmod.stat2_max_health perk classmod maximum health capacity +2603 maximum health capacity common other maximum health capacity
{234:58},ClassMod.stat2_fire_rate,,,,Perk,Fire Rate,Classmod,Fire Rate,+20% Fire Rate,,,+20% Fire Rate,Common,Other,Fire Rate,False,,Perk,Other,{234:58} classmod.stat2_fire_rate perk classmod fire rate +20% fire rate common other fire rate
{234:59},ClassMod.stat2_damage_reduction,,,,Perk,Damage Reduction,Classmod,Damage Reduction,+25% Damage Reduction,,,+25% Damage Reduction,Common,Other,Damage Reduction,False,,Perk,Other,{234:59} classmod.stat2_damage_reduction perk classmod damage reduction +25% damage reduction common other damage reduction
{234:60},ClassMod.stat2_crit_damage,,,,Perk,Critical Hit Damage,Classmod,Critical Hit Damage,+35% Critical Hit Damage,,,+35% Critical Hit Damage,Common,Other,Critical Hit Damage,False,,Perk,Other,{234:60} classmod.stat2_crit_damage perk classmod critical hit damage +35% critical hit damage common other critical hit damage
{234:61},ClassMod.stat2_health_regen,,,,Perk,Health Regen Per Second,Classmod,Health Regen Per Second,+56 Health Regen per second,,,+56 Health Regen per second,Common,Other,Health Regen Per Second,False,,Perk,Other,{234:61} classmod.stat2_health_regen perk classmod health regen per second +56 health regen per second common other health regen per second
{234:62},ClassMod.stat2_speed,,,,Perk,Movement Speed,Classmod,Movement Speed,+20% Movement Speed,,,+20% Movement Speed,Common,Other,Movement Speed,False,,Perk,Other,{234:62} classmod.stat2_speed perk classmod movement speed +20% movement speed common other movement speed
{234:63},ClassMod.stat2_pistol_damage,,,,Perk,Pistol Damage,Classmod,Pistol Damage,+45% Pistol Damage,,,+45% Pistol Damage,Common,Other,Pistol Damage,False,,Perk,Other,{234:63} classmod.stat2_pistol_damage perk classmod pistol damage +45% pistol damage common other pistol damage
{234:64},ClassMod.stat2_smg_damage,,,,Perk,Submachine Gun Damage,Classmod,Submachine Gun Damage,+45% SMG Damage,,,+45% SMG Damage,Common,Other,Submachine Gun Damage,False,,Perk,Other,{234:64} classmod.stat2_smg_damage perk classmod submachine gun damage +45% smg damage common other submachine gun damage
{234:65},ClassMod.stat2_assaultrifle_damage,,,,Perk,Assault Rifle Damage,Classmod,Assault Rifle Damage,+45% AR Damage,,,+45% AR Damage,Common,Other,Assault Rifle Damage,False,,Perk,Other,{234:65} classmod.stat2_assaultrifle_damage perk classmod assault rifle damage +45% ar damage common other assault rifle damage
{234:66},ClassMod.stat2_shotgun_damage,,,,Perk,Shotgun Damage,Classmod,Shotgun Damage,+45% Shotgun Damage,,,+45% Shotgun Damage,Common,Other,Shotgun Damage,False,,Perk,Other,{234:66} classmod.stat2_shotgun_damage perk classmod shotgun damage +45% shotgun damage common other shotgun damage
{234:67},ClassMod.stat2_shield_capacity,,,,Perk,Maximum Shield Capacity,Classmod,Maximum Shield Capacity,+2231 Maximum Shield Capacity,,,+2231 Maximum Shield Capacity,Common,Shield Part,Maximum Shield Capacity,False,,Perk,Other,{234:67} classmod.stat2_shield_capacity perk classmod maximum shield capacity +2231 maximum shield capacity common shield part maximum shield capacity
{234:68},ClassMod.stat2_sniper_damage,,,,Perk,Sniper Rifle Damage,Classmod,Sniper Rifle Damage,+45% Sniper Damage,,,+45% Sniper Damage,Common,Other,Sniper Rifle Damage,False,,Perk,Other,{234:68} classmod.stat2_sniper_damage perk classmod sniper rifle damage +45% sniper damage common other sniper rifle damage
{234:69},ClassMod.comp_01_common,,,,Classmod,Secondary Rarity,Classmod,Common,,,NOT USED,ClassMod.comp_01_common,Common,Other,Common,False,,Secondary Rarity,Other,{234:69} classmod.comp_01_common secondary rarity classmod common not used common other common
{234:70},ClassMod.comp_02_uncommon,,,,Classmod,Secondary Rarity,Classmod,Uncommon,,,NOT USED,ClassMod.comp_02_uncommon,Uncommon,Other,Uncommon,False,,Secondary Rarity,Other,{234:70} classmod.comp_02_uncommon secondary rarity classmod uncommon not used uncommon other uncommon
{234:71},ClassMod.comp_03_rare,,,,Classmod,Secondary Rarity,Classmod,Rare,,,NOT USED,ClassMod.comp_03_rare,Rare,Other,Rare,False,,Secondary Rarity,Other,{234:71} classmod.comp_03_rare secondary rarity classmod rare not used rare other rare
{234:72},ClassMod.comp_04_epic,,,,Classmod,Secondary Rarity,Classmod,Epic,,,NOT USED,ClassMod.comp_04_epic,Epic,Other,Epic,False,,Secondary Rarity,Other,{234:72} classmod.comp_04_epic secondary rarity classmod epic not used epic other epic
{234:73},ClassMod.comp_05_legendary,,,,Classmod,Secondary Rarity,Classmod,Legendary,,,NOT USED,ClassMod.comp_05_legendary,Legendary,Other,Legendary,True,,Secondary Rarity,Other,{234:73} classmod.comp_05_legendary secondary rarity classmod legendary not used legendary other legendary
{234:74},ClassMod.part_firmware_risky_boots,,,,Class Mod,Risky Boots,Classmod,Risky Boots,,,,ClassMod.part_firmware_risky_boots,Common,Class Mod Part,Risky Boots,False,,Class Mod,Class Mod,{234:74} classmod.part_firmware_risky_boots class mod classmod risky boots common class mod part risky boots
{234:75},ClassMod.part_firmware_god_killer,,,,Class Mod,God Killer,Classmod,God Killer,,,,ClassMod.part_firmware_god_killer,Common,Class Mod Part,God Killer,False,,Class Mod,Class Mod,{234:75} classmod.part_firmware_god_killer class mod classmod god killer common class mod part god killer
{234:76},ClassMod.part_firmware_reel_big_fist,,,,Class Mod,Reel Big Fist,Classmod,Reel Big Fist,,,,ClassMod.part_firmware_reel_big_fist,Common,Class Mod Part,Reel Big Fist,False,,Class Mod,Class Mod,{234:76} classmod.part_firmware_reel_big_fist class mod classmod reel big fist common class mod part reel big fist
{234:77},ClassMod.part_firmware_lifeblood,,,,Class Mod,Lifeblood,Classmod,Lifeblood,,,,ClassMod.part_firmware_lifeblood,Common,Class Mod Part,Lifeblood,False,,Class Mod,Class Mod,{234:77} classmod.part_firmware_lifeblood class mod classmod lifeblood common class mod part lifeblood
{234:78},ClassMod.part_firmware_airstrike,,,,Class Mod,Airstrike,Classmod,Airstrike,,,,ClassMod.part_firmware_airstrike,Common,Class Mod Part,Airstrike,False,,Class Mod,Class Mod,{234:78} classmod.part_firmware_airstrike class mod classmod airstrike common class mod part airstrike
{234:79},ClassMod.part_firmware_high_caliber,,,,Class Mod,High Caliber,Classmod,High Caliber,,,,ClassMod.part_firmware_high_caliber,Common,Class Mod Part,High Caliber,False,,Class Mod,Class Mod,{234:79} classmod.part_firmware_high_caliber class mod classmod high caliber common class mod part high caliber
{234:80},ClassMod.part_firmware_gadget_ahoy,,,,Class Mod,Gadget Ahoy,Classmod,Gadget Ahoy,,,,ClassMod.part_firmware_gadget_ahoy,Common,Class Mod Part,Gadget Ahoy,False,,Class Mod,Class Mod,{234:80} classmod.part_firmware_gadget_ahoy class mod classmod gadget ahoy common class mod part gadget ahoy
{234:81},ClassMod.part_firmware_baker,,,,Class Mod,Baker,Classmod,Baker,,,,ClassMod.part_firmware_baker,Common,Class Mod Part,Baker,False,,Class Mod,Class Mod,{234:81} classmod.part_firmware_baker class mod classmod baker common class mod part baker
{234:82},ClassMod.part_firmware_oscar_mike,,,,Class Mod,Oscar Mike,Classmod,Oscar Mike,,,,ClassMod.part_firmware_oscar_mike,Legendary,Class Mod Part,Oscar Mike,True,Oscar Mike,Class Mod,Class Mod,{234:82} classmod.part_firmware_oscar_mike class mod classmod oscar mike legendary class mod part oscar mike
{234:83},ClassMod.part_firmware_rubberband_man,,,,Class Mod,Rubberband Man,Classmod,Rubberband Man,,,,ClassMod.part_firmware_rubberband_man,Common,Class Mod Part,Rubberband Man,False,,Class Mod,Class Mod,{234:83} classmod.part_firmware_rubberband_man class mod classmod rubberband man common class mod part rubberband man
{234:84},ClassMod.part_firmware_deadeye,,,,Class Mod,Deadeye,Classmod,Deadeye,,,,ClassMod.part_firmware_deadeye,Common,Class Mod Part,Deadeye,False,,Class Mod,Class Mod,{234:84} classmod.part_firmware_deadeye class mod classmod deadeye common class mod part deadeye
{234:85},ClassMod.part_firmware_action_fist,,,,Class Mod,Action Fist,Classmod,Action Fist,,,,ClassMod.part_firmware_action_fist,Common,Class Mod Part,Action Fist,False,,Class Mod,Class Mod,{234:85} classmod.part_firmware_action_fist class mod classmod action fist common class mod part action fist
{234:86},ClassMod.part_firmware_goojfc,,,,Class Mod,GooJFC,Classmod,GooJFC,,,,ClassMod.part_firmware_goojfc,Common,Class Mod Part,GooJFC,False,,Class Mod,Class Mod,{234:86} classmod.part_firmware_goojfc class mod classmod goojfc common class mod part goojfc
{234:87},ClassMod.part_firmware_atlas_ex,,,,Class Mod,Atlas E.X.,Classmod,Atlas E.X.,,,,ClassMod.part_firmware_atlas_ex,Common,Class Mod Part,Atlas E.X.,False,,Class Mod,Class Mod,{234:87} classmod.part_firmware_atlas_ex class mod classmod atlas e.x. common class mod part atlas e.x.
{234:88},ClassMod.part_firmware_atlas_infinum,,,,Class Mod,Atlas Infinum,Classmod,Atlas Infinum,,,,ClassMod.part_firmware_atlas_infinum,Common,Class Mod Part,Atlas Infinum,False,,Class Mod,Class Mod,{234:88} classmod.part_firmware_atlas_infinum class mod classmod atlas infinum common class mod part atlas infinum
{234:89},ClassMod.part_firmware_trickshot,,,,Class Mod,Trickshot,Classmod,Trickshot,,,,ClassMod.part_firmware_trickshot,Common,Class Mod Part,Trickshot,False,,Class Mod,Class Mod,{234:89} classmod.part_firmware_trickshot class mod classmod trickshot common class mod part trickshot
{234:90},ClassMod.part_firmware_jacked,,,,Class Mod,Jacked,Classmod,Jacked,,,,ClassMod.part_firmware_jacked,Common,Class Mod Part,Jacked,False,,Class Mod,Class Mod,{234:90} classmod.part_firmware_jacked class mod classmod jacked common class mod part jacked
{234:91},ClassMod.part_firmware_get_throwin,,,,Class Mod,Get Throwin',Classmod,Get Throwin',,,,ClassMod.part_firmware_get_throwin,Common,Class Mod Part,Get Throwin',False,,Class Mod,Class Mod,{234:91} classmod.part_firmware_get_throwin class mod classmod get throwin' common class mod part get throwin'
{234:92},ClassMod.part_firmware_heating_up,,,,Class Mod,Heating Up,Classmod,Heating Up,,,,ClassMod.part_firmware_heating_up,Common,Class Mod Part,Heating Up,False,,Class Mod,Class Mod,{234:92} classmod.part_firmware_heating_up class mod classmod heating up common class mod part heating up
{234:93},ClassMod.part_firmware_bullets_to_spare,,,,Class Mod,Bullets to Spare,Classmod,Bullets to Spare,,,,ClassMod.part_firmware_bullets_to_spare,Common,Class Mod Part,Bullets to Spare,False,,Class Mod,Class Mod,{234:93} classmod.part_firmware_bullets_to_spare class mod classmod bullets to spare common class mod part bullets to spare
{234:94},ClassMod.part_firmware_daeddy_o,,,,Class Mod,Daed-dy O',Classmod,Daed-dy O',,,,ClassMod.part_firmware_daeddy_o,Common,Class Mod Part,Daed-dy O',False,,Class Mod,Class Mod,{234:94} classmod.part_firmware_daeddy_o class mod classmod daed-dy o' common class mod part daed-dy o'
{234:95},ClassMod.statspecial_stasis_damage,,,,Perk,Stasis Damage,Classmod,Stasis Damage,+60% Stasis Damage,,,+60% Stasis Damage,Common,Other,Stasis Damage,False,,Perk,Other,{234:95} classmod.statspecial_stasis_damage perk classmod stasis damage +60% stasis damage common other stasis damage
{234:96},ClassMod.statspecial_puddle_damage,,,,Perk,Hazard Damage,Classmod,Hazard Damage,+60% Hazard Damage,,,+60% Hazard Damage,Common,Other,Hazard Damage,False,,Perk,Other,{234:96} classmod.statspecial_puddle_damage perk classmod hazard damage +60% hazard damage common other hazard damage
{234:97},ClassMod.statspecial_forgeskill_damage,,,,Perk,Forgeskill Damage,Classmod,Forgeskill Damage,+60% Forgeskill Damage,,,+60% Forgeskill Damage,Common,Other,Forgeskill Damage,False,,Perk,Other,{234:97} classmod.statspecial_forgeskill_damage perk classmod forgeskill damage +60% forgeskill damage common other forgeskill damage
{234:98},ClassMod.statspecial_detonation_damage,,,,Perk,Detonation Damage,Classmod,Detonation Damage,+60% Detonation Damage,,,+60% Detonation Damage,Common,Other,Detonation Damage,False,,Perk,Other,{234:98} classmod.statspecial_detonation_damage perk classmod detonation damage +60% detonation damage common other detonation damage
{234:99},ClassMod.statspecial_cryo_damage,,,,Perk,Cryo Damage,Classmod,Cryo Damage,+45% Cryo Damage,,,+45% Cryo Damage,Common,Other,Cryo Damage,False,,Perk,Other,{234:99} classmod.statspecial_cryo_damage perk classmod cryo damage +45% cryo damage common other cryo damage
{234:100},ClassMod.statspecial_forgedrone_duration,,,,Perk,Forgedrone Duration,Classmod,Forgedrone Duration,+45% Forgedrone Duration,,,+45% Forgedrone Duration,Common,Other,Forgedrone Duration,False,,Perk,Other,{234:100} classmod.statspecial_forgedrone_duration perk classmod forgedrone duration +45% forgedrone duration common other forgedrone duration
{234:101},ClassMod.statspecial_incendiary_damage,,,,Perk,Incendiary Damage,Classmod,Incendiary Damage,+45% Incendiary Damage,,,+45% Incendiary Damage,Common,Other,Incendiary Damage,False,,Perk,Other,{234:101} classmod.statspecial_incendiary_damage perk classmod incendiary damage +45% incendiary damage common other incendiary damage
{234:102},ClassMod.stat_criticalhitchance_melee,,,,Perk,Melee Crit Hit Chance,Classmod,Melee Crit Hit Chance,+10% Melee Critical Hit Chance,,,+10% Melee Critical Hit Chance,Common,Other,Melee Crit Hit Chance,False,,Perk,Other,{234:102} classmod.stat_criticalhitchance_melee perk classmod melee crit hit chance +10% melee critical hit chance common other melee crit hit chance
{234:103},ClassMod.part_firmware_skillcraft,,,,Class Mod,Skillcraft,Classmod,Skillcraft,,,,ClassMod.part_firmware_skillcraft,Common,Class Mod Part,Skillcraft,False,,Class Mod,Class Mod,{234:103} classmod.part_firmware_skillcraft class mod classmod skillcraft common class mod part skillcraft
{237:1},Armor_Shield.part_ra_scavenger_primary,,,,Shield,Scavenger,Armor Shield,Scavenger,Refill up to 20% of current Gun's Magazine on Armor Segment filled,,,Refill up to 20% of current Gun's Magazine on Armor Segment filled,Common,Shield Part,Scavenger,False,,Shield,Shield,{237:1} armor_shield.part_ra_scavenger_primary shield armor shield scavenger refill up to 20% of current gun's magazine on armor segment filled common shield part scavenger
{237:2},Armor_Shield.part_ra_reinforced_secondary,,,,Shield,Reinforced,Armor Shield,Reinforced,Grants +Overshield on Armor Segment filled,,,Grants +Overshield on Armor Segment filled,Common,Shield Part,Reinforced,False,,Shield,Shield,{237:2} armor_shield.part_ra_reinforced_secondary shield armor shield reinforced grants +overshield on armor segment filled common shield part reinforced
{237:3},Armor_Shield.part_ra_reinforced_primary,,,,Shield,Reinforced,Armor Shield,Reinforced,Grants ++Overshield on Armor Segment filled,,,Grants ++Overshield on Armor Segment filled,Common,Shield Part,Reinforced,False,,Shield,Shield,{237:3} armor_shield.part_ra_reinforced_primary shield armor shield reinforced grants ++overshield on armor segment filled common shield part reinforced
{237:4},Armor_Shield.part_ra_positive_reinforcement_secondary,,,,Shield,Positive Reinforcement,Armor Shield,Positive Reinforcement,15% Chance for Armor Shard on kill,,,15% Chance for Armor Shard on kill,Common,Shield Part,Positive Reinforcement,False,,Shield,Shield,{237:4} armor_shield.part_ra_positive_reinforcement_secondary shield armor shield positive reinforcement 15% chance for armor shard on kill common shield part positive reinforcement
{237:5},Armor_Shield.part_ra_positive_reinforcement_primary,,,,Shield,Positive Reinforcement,Armor Shield,Positive Reinforcement,25% Chance for Armor Shard on kill,,,25% Chance for Armor Shard on kill,Common,Shield Part,Positive Reinforcement,False,,Shield,Shield,{237:5} armor_shield.part_ra_positive_reinforcement_primary shield armor shield positive reinforcement 25% chance for armor shard on kill common shield part positive reinforcement
{237:6},Armor_Shield.part_ra_nova_segment_secondary,,,,Shield,Mini Nova,Armor Shield,Mini Nova,Triggers a Nova that deals 1859 Damage on Armor Segment break,,,Triggers a Nova that deals 1859 Damage on Armor Segment break,Common,Shield Part,Mini Nova,False,,Shield,Shield,{237:6} armor_shield.part_ra_nova_segment_secondary shield armor shield mini nova triggers a nova that deals 1859 damage on armor segment break common shield part mini nova
{237:7},Armor_Shield.part_ra_nova_segment_primary,,,,Shield,Mini Nova,Armor Shield,Mini Nova,Triggers a Nova that deals 2788 Damage on Armor Segment break,,,Triggers a Nova that deals 2788 Damage on Armor Segment break,Common,Shield Part,Mini Nova,False,,Shield,Shield,{237:7} armor_shield.part_ra_nova_segment_primary shield armor shield mini nova triggers a nova that deals 2788 damage on armor segment break common shield part mini nova
{237:8},Armor_Shield.part_ra_missile_swarm_secondary,,,,Shield,Missile Swarm,Armor Shield,Missile Swarm,"Launches 2 Missles, each dealing 744 Damage on Armor Segment break",,,"Launches 2 Missles, each dealing 744 Damage on Armor Segment break",Legendary,Shield Part,Missile Swarm,True,Swarm,Shield,Shield,"{237:8} armor_shield.part_ra_missile_swarm_secondary shield armor shield missile swarm launches 2 missles, each dealing 744 damage on armor segment break legendary shield part missile swarm"
{237:9},Armor_Shield.part_ra_missile_swarm_primary,,,,Shield,Missile Swarm,Armor Shield,Missile Swarm,"Launches 3 Missles, each dealing 1487 Damage on Armor Segment break",,,"Launches 3 Missles, each dealing 1487 Damage on Armor Segment break",Legendary,Shield Part,Missile Swarm,True,Swarm,Shield,Shield,"{237:9} armor_shield.part_ra_missile_swarm_primary shield armor shield missile swarm launches 3 missles, each dealing 1487 damage on armor segment break legendary shield part missile swarm"
{237:10},Armor_Shield.part_ra_knockback_secondary,,,,Shield,Knockback,Armor Shield,Knockback,Knocks back enemies and grants +30% Movement Speed for 5s on Armor Segment break,,,Knocks back enemies and grants +30% Movement Speed for 5s on Armor Segment break,Common,Shield Part,Knockback,False,,Shield,Shield,{237:10} armor_shield.part_ra_knockback_secondary shield armor shield knockback knocks back enemies and grants +30% movement speed for 5s on armor segment break common shield part knockback
{237:11},Armor_Shield.part_ra_knockback_primary,,,,Shield,Knockback,Armor Shield,Knockback,Knocks back enemies and grants +40% Movement Speed for 5s on Armor Segment break,,,Knocks back enemies and grants +40% Movement Speed for 5s on Armor Segment break,Common,Shield Part,Knockback,False,,Shield,Shield,{237:11} armor_shield.part_ra_knockback_primary shield armor shield knockback knocks back enemies and grants +40% movement speed for 5s on armor segment break common shield part knockback
{237:12},Armor_Shield.part_ra_heavy_plating_secondary,,,,Shield,Heavy Plating,Armor Shield,Heavy Plating,"Up to +20% Damage Reduction, scaling with broken Armor Segments",,,"Up to +20% Damage Reduction, scaling with broken Armor Segments",Common,Shield Part,Heavy Plating,False,,Shield,Shield,"{237:12} armor_shield.part_ra_heavy_plating_secondary shield armor shield heavy plating up to +20% damage reduction, scaling with broken armor segments common shield part heavy plating"
{237:13},Armor_Shield.part_ra_heavy_plating_primary,,,,Shield,Heavy Plating,Armor Shield,Heavy Plating,"Up to +35% Damage Reduction, scaling with broken Armor Segments",,,"Up to +35% Damage Reduction, scaling with broken Armor Segments",Common,Shield Part,Heavy Plating,False,,Shield,Shield,"{237:13} armor_shield.part_ra_heavy_plating_primary shield armor shield heavy plating up to +35% damage reduction, scaling with broken armor segments common shield part heavy plating"
{237:14},Armor_Shield.part_ra_spunky_secondary,,,,Shield,Spunky,Armor Shield,Spunky,"Up to +10% Damage Dealt, scaling with broken Armor Segments",,,"Up to +10% Damage Dealt, scaling with broken Armor Segments",Common,Shield Part,Spunky,False,,Shield,Shield,"{237:14} armor_shield.part_ra_spunky_secondary shield armor shield spunky up to +10% damage dealt, scaling with broken armor segments common shield part spunky"
{237:15},Armor_Shield.part_ra_spunky_primary,,,,Shield,Spunky,Armor Shield,Spunky,"Up to +20% Damage Dealt, scaling with broken Armor Segments",,,"Up to +20% Damage Dealt, scaling with broken Armor Segments",Common,Shield Part,Spunky,False,,Shield,Shield,"{237:15} armor_shield.part_ra_spunky_primary shield armor shield spunky up to +20% damage dealt, scaling with broken armor segments common shield part spunky"
{237:16},Armor_Shield.part_ra_bladed_secondary,,,,Shield,Bladed,Armor Shield,Bladed,+13% Gun Damage for 5s on Armor Segment filled,,,+13% Gun Damage for 5s on Armor Segment filled,Common,Shield Part,Bladed,False,,Shield,Shield,{237:16} armor_shield.part_ra_bladed_secondary shield armor shield bladed +13% gun damage for 5s on armor segment filled common shield part bladed
{237:17},Armor_Shield.part_ra_bladed_primary,,,,Shield,Bladed,Armor Shield,Bladed,+20% Gun Damage for 5s on Armor Segment filled,,,+20% Gun Damage for 5s on Armor Segment filled,Common,Shield Part,Bladed,False,,Shield,Shield,{237:17} armor_shield.part_ra_bladed_primary shield armor shield bladed +20% gun damage for 5s on armor segment filled common shield part bladed
{237:18},Armor_Shield.part_ra_armor_strength_secondary,,,,Shield,Armor Strength,Armor Shield,Armor Strength,+10% Damage Reduction when Armor Shield is active,,,+10% Damage Reduction when Armor Shield is active,Common,Shield Part,Armor Strength,False,,Shield,Shield,{237:18} armor_shield.part_ra_armor_strength_secondary shield armor shield armor strength +10% damage reduction when armor shield is active common shield part armor strength
{237:19},Armor_Shield.part_ra_armor_strength_primary,,,,Shield,Armor Strength,Armor Shield,Armor Strength,+20% Damage Reduction when Armor Shield is active,,,+20% Damage Reduction when Armor Shield is active,Common,Shield Part,Armor Strength,False,,Shield,Shield,{237:19} armor_shield.part_ra_armor_strength_primary shield armor shield armor strength +20% damage reduction when armor shield is active common shield part armor strength
{237:20},Armor_Shield.part_ra_armor_segment_secondary,,,,Shield,Armor Segment,Armor Shield,Armor Segment,+1 Armor Segment(s),,,+1 Armor Segment(s),Common,Shield Part,Armor Segment,False,,Shield,Shield,{237:20} armor_shield.part_ra_armor_segment_secondary shield armor shield armor segment +1 armor segment(s) common shield part armor segment
{237:21},Armor_Shield.part_ra_armor_segment_primary,,,,Shield,Armor Segment,Armor Shield,Armor Segment,+1 Armor Segment(s),,,+1 Armor Segment(s),Common,Shield Part,Armor Segment,False,,Shield,Shield,{237:21} armor_shield.part_ra_armor_segment_primary shield armor shield armor segment +1 armor segment(s) common shield part armor segment
{237:22},Armor_Shield.part_ra_flanking_secondary,,,,Shield,Flanking,Armor Shield,Flanking,"Up to +10% Movement Speed, scaling with broken Armor Segments",,,"Up to +10% Movement Speed, scaling with broken Armor Segments",Common,Shield Part,Flanking,False,,Shield,Shield,"{237:22} armor_shield.part_ra_flanking_secondary shield armor shield flanking up to +10% movement speed, scaling with broken armor segments common shield part flanking"
{237:23},Armor_Shield.part_ra_flanking_primary,,,,Shield,Flanking,Armor Shield,Flanking,"Up to +18% Movement Speed, scaling with broken Armor Segments",,,"Up to +18% Movement Speed, scaling with broken Armor Segments",Common,Shield Part,Flanking,False,,Shield,Shield,"{237:23} armor_shield.part_ra_flanking_primary shield armor shield flanking up to +18% movement speed, scaling with broken armor segments common shield part flanking"
{237:24},Armor_Shield.part_ra_boxer_secondary,,,,Shield,Boxer,Armor Shield,Boxer,Consume an Armor Segment on Melee Hit to increase Damage Dealt by +20%,,,Consume an Armor Segment on Melee Hit to increase Damage Dealt by +20%,Common,Shield Part,Boxer,False,,Shield,Shield,{237:24} armor_shield.part_ra_boxer_secondary shield armor shield boxer consume an armor segment on melee hit to increase damage dealt by +20% common shield part boxer
{237:25},Armor_Shield.part_ra_boxer_primary,,,,Shield,Boxer,Armor Shield,Boxer,Consume an Armor Segment on Melee Hit to increase Damage Dealt by +30%,,,Consume an Armor Segment on Melee Hit to increase Damage Dealt by +30%,Common,Shield Part,Boxer,False,,Shield,Shield,{237:25} armor_shield.part_ra_boxer_primary shield armor shield boxer consume an armor segment on melee hit to increase damage dealt by +30% common shield part boxer
{237:31},Armor_Shield.part_ra_scavenger_secondary,,,,Shield,Scavenger,Armor Shield,Scavenger,Refill up to 10% of current Gun's Magazine on Armor Segment filled,,,Refill up to 10% of current Gun's Magazine on Armor Segment filled,Common,Shield Part,Scavenger,False,,Shield,Shield,{237:31} armor_shield.part_ra_scavenger_secondary shield armor shield scavenger refill up to 10% of current gun's magazine on armor segment filled common shield part scavenger
{243:1},repair_kit.part_firmware_god_killer,,,Firmware,Repkit,God Killer,Repkit,God Killer,,,,repair_kit.part_firmware_god_killer,Common,Other,God Killer,False,,Firmware,Firmware,{243:1} repair_kit.part_firmware_god_killer firmware repkit god killer common other god killer
{243:2},repair_kit.part_firmware_reel_big_fist,,,Firmware,Repkit,Reel Big Fist,Repkit,Reel Big Fist,,,,repair_kit.part_firmware_reel_big_fist,Common,Other,Reel Big Fist,False,,Firmware,Firmware,{243:2} repair_kit.part_firmware_reel_big_fist firmware repkit reel big fist common other reel big fist
{243:3},repair_kit.part_firmware_lifeblood,,,Firmware,Repkit,Lifeblood,Repkit,Lifeblood,,,,repair_kit.part_firmware_lifeblood,Common,Other,Lifeblood,False,,Firmware,Firmware,{243:3} repair_kit.part_firmware_lifeblood firmware repkit lifeblood common other lifeblood
{243:4},repair_kit.part_firmware_airstrike,,,Firmware,Repkit,Airstrike,Repkit,Airstrike,,,,repair_kit.part_firmware_airstrike,Common,Other,Airstrike,False,,Firmware,Firmware,{243:4} repair_kit.part_firmware_airstrike firmware repkit airstrike common other airstrike
{243:5},repair_kit.part_firmware_high_caliber,,,Firmware,Repkit,High Caliber,Repkit,High Caliber,,,,repair_kit.part_firmware_high_caliber,Common,Other,High Caliber,False,,Firmware,Firmware,{243:5} repair_kit.part_firmware_high_caliber firmware repkit high caliber common other high caliber
{243:6},repair_kit.part_firmware_gadget_ahoy,,,Firmware,Repkit,Gadget Ahoy,Repkit,Gadget Ahoy,,,,repair_kit.part_firmware_gadget_ahoy,Common,Other,Gadget Ahoy,False,,Firmware,Firmware,{243:6} repair_kit.part_firmware_gadget_ahoy firmware repkit gadget ahoy common other gadget ahoy
{243:7},repair_kit.part_firmware_baker,,,Firmware,Repkit,Baker,Repkit,Baker,,,,repair_kit.part_firmware_baker,Common,Other,Baker,False,,Firmware,Firmware,{243:7} repair_kit.part_firmware_baker firmware repkit baker common other baker
{243:8},repair_kit.part_firmware_oscar_mike,,,Firmware,Repkit,Oscar Mike,Repkit,Oscar Mike,,,,repair_kit.part_firmware_oscar_mike,Legendary,Other,Oscar Mike,True,Oscar Mike,Firmware,Firmware,{243:8} repair_kit.part_firmware_oscar_mike firmware repkit oscar mike legendary other oscar mike
{243:9},repair_kit.part_firmware_rubberband_man,,,Firmware,Repkit,Rubberband Man,Repkit,Rubberband Man,,,,repair_kit.part_firmware_rubberband_man,Common,Other,Rubberband Man,False,,Firmware,Firmware,{243:9} repair_kit.part_firmware_rubberband_man firmware repkit rubberband man common other rubberband man
{243:10},repair_kit.part_firmware_deadeye,,,Firmware,Repkit,Deadeye,Repkit,Deadeye,,,,repair_kit.part_firmware_deadeye,Common,Other,Deadeye,False,,Firmware,Firmware,{243:10} repair_kit.part_firmware_deadeye firmware repkit deadeye common other deadeye
{243:11},repair_kit.part_firmware_action_fist,,,Firmware,Repkit,Action Fist,Repkit,Action Fist,,,,repair_kit.part_firmware_action_fist,Common,Other,Action Fist,False,,Firmware,Firmware,{243:11} repair_kit.part_firmware_action_fist firmware repkit action fist common other action fist
