Code,Name,Manufacturer,Item Type,Part Type,Description,Info,Elemental
{245:41},grenade_gadget.part_01_mirv_02_bouncer,Augment,Grenade,Rubberized Augment,MIRV Grenades bounce up to 5 times before exploding,,
{245:42},grenade_gadget.part_01_mirv_03_micro_mirv,Augment,Grenade,Micro Mirv Augment,MIRV Grenades each spawn 3 Micro MIRVs when they explode,,
{245:43},grenade_gadget.part_01_mirv_04_spring,Augment,Grenade,Spring Augment,"MIRV Grenades bounce in place 3 times, exploding on each bounce",,
{245:44},grenade_gadget.part_02_divider_01_children,Augment,Grenade,Long Division Augment,Spawn another additional Grenade while midflight,,
{245:45},grenade_gadget.part_02_divider_02_seeker,Augment,Grenade,Splinter Augment,Launches the second spawned Grenade toward an enemy,,
{245:46},grenade_gadget.part_02_divider_03_singularity,Augment,Grenade,Pulling Augment,Each Grenade spawns a Singularity,,
{245:47},grenade_gadget.part_02_divider_04_repeater,Augment,Grenade,Repeater Augment,Spawns additional Grenades downwards while midflight,,
{245:48},grenade_gadget.part_02_divider_05_spring,Augment,Grenade,Spring Augment,"Each Grenade bounces in place, exploding 3 extra times",,
{245:49},grenade_gadget.part_03_spring_01_additional_bounce,Augment,Grenade,Tightly Coiled,"Grenade bounces in place, exploding an additional +3 times",,
{245:50},grenade_gadget.part_03_spring_02_apex,Augment,Grenade,Apex Augment,Each Grenade also explodes at the apex of each bounce,,
{245:51},grenade_gadget.part_03_spring_03_compound,Augment,Grenade,Compounding Augment,With every bounce Damage increases by +25% and Damage Radius by +13%,,
{245:52},grenade_gadget.part_03_spring_04_bouncer,Augment,Grenade,Bouncer Augment,Each Grenade bounces twards nearby enemies,,
{245:53},grenade_gadget.part_04_artillery_01_duration,Augment,Grenade,Duration Augment,Increases the Duration of the Artillery Grenade by +50%,,
{245:54},grenade_gadget.part_04_artillery_02_ricochet,Augment,Grenade,Ricochet Augment,"Artillery Projectiles will bounce off of enemies, and Ricochet towards another nearby enemy",,
{245:55},grenade_gadget.part_04_artillery_03_micro_missiles,Augment,Grenade,Missles Augment,"Fires Micro-Missiles that home in on nearby enemies, each dealing 2974 Damage",,
{245:56},grenade_gadget.part_04_artillery_04_maglock,Augment,Grenade,Maglock Augment,Homes in on nearby enemies,,
{245:57},grenade_gadget.part_04_artillery_05_mortar_strike,Augment,Grenade,Mortar Augment,"Fires Mortars toward enemy positions, each dealing 3569 Damage",,
{245:58},grenade_gadget.part_05_singularity_01_duration,Augment,Grenade,Prolonged Augment,Increases the duration of the Singularity Grenade by 50%,,
{245:59},grenade_gadget.part_05_singularity_02_lingering,Augment,Grenade,Gnawing Augment,Deals 2379 Damage/s for the Duration of the Singularity,,
{245:60},grenade_gadget.part_05_singularity_03_collapsing,Augment,Grenade,Collapsing Augment,"The Singularity pulls in enemies more rapidly, and with increased Force withen a large Radius",,
{245:61},grenade_gadget.part_05_singularity_04_repulsor,Augment,Grenade,Repulsor Augment,"Upon Exploding, pushes enemies away from the singularity",,
{245:62},grenade_gadget.part_06_lingering_01_duration_bursts,Augment,Grenade,Duration Augment,Increases the Duration of the Lingering Grenade by 50%,,
{245:63},grenade_gadget.part_06_lingering_02_pulse,Augment,Grenade,Pulsing Augment,Radiates Elemental Pulses from the Grenade each Pulse dealing 1190 Damage,,
{245:64},grenade_gadget.part_06_lingering_03_splat_pack,Augment,Grenade,Splat Pack Augment,Launches 3 Projectiles that each spawn an Elemental Puddle on landing,,
{245:65},grenade_gadget.part_06_lingering_04_fracture,Augment,Grenade,Fracture Augment,"Spawns 3 Elemental Pillars in the direction the Grenade was thrown, each dealing 3867 damage",,
{245:66},grenade_gadget.part_06_lingering_05_alchemic,Augment,Grenade,Alchemic Augment,Grenade Status Effect Chance +300%,,
{245:67},grenade_gadget.part_07_damage_amp_01_bouncing,Augment,Grenade,Bouncing Blade Augment,"Ricochets additional knives toward nearby enemies, dealing 4461 Damage",,
{245:68},grenade_gadget.part_07_damage_amp_02_suppressor,Augment,Grenade,Supressor Augment,Damage Delt by impacted target is reduced by -25% for 10s,,
{245:69},grenade_gadget.part_07_damage_amp_03_penetrator,Augment,Grenade,Penetrator Augment,Damge to the impacted target has a 30% Chance to be a Critical Hit for 5s,,
{245:70},grenade_gadget.part_stat_01_extra_charge,Stats,Grenade,Overflow,Maximum Grenade Charge is increased by +1,,
{245:71},grenade_gadget.part_stat_02_cooldown_reduction,Stats,Grenade,Express,Grenade cooldown Duration is reduced by -12%,,
{245:72},grenade_gadget.part_stat_03_damage,Stats,Grenade,Explosive,Grenade Damage is increased by 13%,,
{245:73},grenade_gadget.part_stat_04_radius,Stats,Grenade,Expansive,Grenade Damage Radius is increased by +25%,,
{245:74},grenade_gadget.part_stat_05_elemental_power,Stats,Grenade,Hazardous,Grenade Status Effect Chance is increased by +10% and Greande Status Effect Damage is increased by +20%,,
{245:75},grenade_gadget.part_stat_06_crit_chance,Stats,Grenade,Exacting,Grenade has a 15% Chance to deal Critical Damage,,
{245:76},grenade_gadget.part_stat_07_nuke,Stats,Grenade,Nuke,"Grenade Damage is Increased by 19% Grenade Damage Radius is increased by 38%, and Grenade Cooldown Duration is increased by +25%",,
{245:77},grenade_gadget.part_stat_08_force,Stats,Grenade,Concussive,Knockback Force is increased by +50%,,
{245:78},grenade_gadget.part_stat_09_transfusion,Stats,Grenade,Bloodthirsty,Grenade Lifesteal is increased by 10%,,
{245:79},grenade_gadget.part_stat_04_jak_crit_damage,Stats,Grenade,Merciless,Grenade Critical Damage is increased by +50%,,
{245:80},grenade_gadget.part_stat_05_jak_oversized,Stats,Grenade,Lethal,"Grenade Damage is increased by 25%, and Grenade Projectile Speed is reduced by -50%",,
{245:81},grenade_gadget.part_stat_05_ord_wideload,Stats,Grenade,Wideload,"Damage Radius is increased by 38%, Homing Turn Rate reduced by -33%",,
{245:87},grenade_gadget.part_firmware_risky_boots,Firmware,Grenade,Risky Boots,,,
{245:88},grenade_gadget.part_firmware_skillcraft,Firmware,Grenade,Skillcraft,,,
{246:1},Shield.part_firmware_god_killer,Shield,Firmware,God Killer,,,
{246:2},Shield.part_firmware_reel_big_fist,Shield,Firmware,Reel Big Fist,,,
{246:3},Shield.part_firmware_lifeblood,Shield,Firmware,Lifeblood,,,
{246:4},Shield.part_firmware_airstrike,Shield,Firmware,Airstrike,,,
{246:5},Shield.part_firmware_high_caliber,Shield,Firmware,High Caliber,,,
{246:6},Shield.part_firmware_gadget_ahoy,Shield,Firmware,Gadget Ahoy,,,
{246:7},Shield.part_firmware_baker,Shield,Firmware,Baker,,,
{246:8},Shield.part_firmware_oscar_mike,Shield,Firmware,Oscar Mike,,,
{246:9},Shield.part_firmware_rubberband_man,Shield,Firmware,Rubberband Man,,,
{246:10},Shield.part_firmware_deadeye,Shield,Firmware,Deadeye,,,
{246:11},Shield.part_firmware_action_fist,Shield,Firmware,Action Fist,,,
{246:12},Shield.part_firmware_goojfc,Shield,Firmware,GooJFC,,,
{246:13},Shield.part_firmware_atlas_ex,Shield,Firmware,Atlas E.X.,,,
{246:14},Shield.part_firmware_atlas_infinum,Shield,Firmware,Atlas Infinum,,,
{246:15},Shield.part_firmware_trickshot,Shield,Firmware,Trickshot,,,
{246:16},Shield.part_firmware_jacked,Shield,Firmware,Jacked,,,
{246:17},Shield.part_firmware_get_throwin,Shield,Firmware,Get Throwin',,,
{246:18},Shield.part_firmware_heating_up,Shield,Firmware,Heating Up,,,
{246:19},Shield.part_firmware_bullets_to_spare,Shield,Firmware,Bullets to Spare,,,
{246:20},Shield.part_firmware_daeddy_o,Shield,Firmware,Daed-dy O',,,
{246:21},Included when no Elemental Resistance is used,Shield,Resistance,PLACEHOLDER,Included when no Elemental Resistance is used,,
{246:22},Shield.part_corrosive,Shield,Resistance,Corrosive,15% Resist,,
{246:23},Shield.part_cryo,Shield,Resistance,Cryo,15% Resist,,
{246:24},Shield.part_fire,Shield,Resistance,Fire,15% Resist,,
{246:25},Shield.part_radiation,Shield,Resistance,Radiation,15% Resist,,
{246:26},Shield.part_shock,Shield,Resistance,Shock,15% Resist,,
{246:27},Shield.part_unv_utility_secondary,Shield,Perk,Utility,"+20% Gun Handling, +10% Movement Speed when shield is empty",,
{246:28},Shield.part_unv_utility_primary,Shield,Perk,Utility,"+28% Gun Handling, +15% Movement Speed when shield is empty",,
{246:29},Shield.part_unv_turtle_secondary,Shield,Perk,Turtle,"+40% Shield Capacity, -10% Maximum Health",,
{246:30},Shield.part_unv_turtle_primary,Shield,Perk,Turtle,"+65% Shield Capacity, -15% Maximum Health",,
{246:31},Shield.part_unv_sturdy_secondary,Shield,Perk,Sturdy,5% Chance to grant +20% Damage Reduction for 5s when damaging enemies,,
{246:32},Shield.part_unv_sturdy_primary,Shield,Perk,Sturdy,8% Chance to grant +28% Damage Reduction for 5s when damaging enemies,,
{246:33},Shield.part_unv_spike_secondary,Shield,Perk,Spike,2974 Damage is reflected back to enemies when receiving Melle Damage and Shield is active,,
{246:34},Shield.part_unv_spike_primary,Shield,Perk,Spike,4461 Damage is reflected back to enemies when receiving Melle Damage and Shield is active,,
{246:35},Shield.part_unv_resistant_secondary,Shield,Perk,Resistant,+17% Resistance to Elemental Damage when Shield is active,,
{246:36},Shield.part_unv_resistant_primary,Shield,Perk,Resistant,+22% Resistance to Elemental Damage when Shield is active,,
{246:37},Shield.part_unv_reflect_secondary,Shield,Perk,Reflect,15% Chance to reflect Projectiles when Shield is active,,
{246:38},Shield.part_unv_reflect_primary,Shield,Perk,Reflect,30% Chance to reflect Projectiles when Shield is active,,
{246:39},Shield.part_unv_power_booster_secondary,Shield,Perk,Power Booster,20% Chance for Power Booster that grants +10% Gun Damage for 5s when damaged,,
{246:40},Shield.part_unv_power_booster_primary,Shield,Perk,Power Booster,30% Chance for Power Booster that grants +20% Gun Damage for 5s when damaged,,
{246:41},Shield.part_unv_pinpoint_secondary,Shield,Perk,Pinpoint,"+20% Accuracy, +20% Gun Handling, +25% Projectile Speed when Shield is empty",,
{246:42},Shield.part_unv_pinpoint_primary,Shield,Perk,Pinpoint,"+28% Accuracy, +28% Gun Handling, +35% Projectile Speed when Shield is empty",,
{246:43},Shield.part_unv_overshield_booster_secondary,Shield,Perk,Overshield Booster,10% Chance for Overshield Booster that grants 1398 Overshield on kill,,
{246:44},Shield.part_unv_overshield_booster_primary,Shield,Perk,Overshield Booster,15% Chance for Overshield Booster that grants 2098 Overshield on kill,,
{246:45},Shield.part_unv_mag_refresh_booster_secondary,Shield,Perk,Magazine Booster,10% Chance for Magazine Booster tha refills your Gun on kill,,
{246:46},Shield.part_unv_mag_refresh_booster_primary,Shield,Perk,Magazine Booster,15% Chance for Magazine Booster tha refills your Gun on kill,,
{246:47},Shield.part_unv_health_booster_secondary,Shield,Perk,Health Booster,20% Chance for Health Booster that restores up to 15% Health on kill,,
{246:48},Shield.part_unv_health_booster_primary,Shield,Perk,Health Booster,30% Chance for Health Booster that restores up to 25% Health on kill,,
{246:49},Shield.part_unv_healthy_secondary,Shield,Perk,Healthy,+10% Maximum Health,,
{246:50},Shield.part_unv_healthy_primary,Shield,Perk,Healthy,+25% Maximum Health,,
{246:51},Shield.part_unv_evasive_secondary,Shield,Perk,Evasive,5% Chance for +10% Movement Speed for 5s when damaging enemies,,
{246:52},Shield.part_unv_evasive_primary,Shield,Perk,Evasive,8% Chance for +15% Movement Speed for 5s when damaging enemies,,
{246:53},Shield.part_unv_capacity_secondary,Shield,Perk,Capacity,+25% Shield Capacity,,
{246:54},Shield.part_unv_capacity_primary,Shield,Perk,Capacity,+50% Shield Capacity,,
{246:55},Shield.part_unv_adaptive_secondary,Shield,Perk,Adaptive,+8% Maximum Health. +20% Resistance to last damage type received for 3s when shield is active,,
{246:56},Shield.part_unv_adaptive_primary,Shield,Perk,Adaptive,+16% Maximum Health. +40% Resistance to last damage type received for 4s when shield is active,,
{246:57},Shield.part_unv_absorb_secondary,Shield,Perk,Absorb,"+15% Chance to absorb bullets, adding the to your Ammo count",,
{246:58},Shield.part_unv_absorb_primary,Shield,Perk,Absorb,"+30% Chance to absorb bullets, adding the to your Ammo count",,
{246:64},Shield.part_firmware_risky_boots,Shield,Firmware,Risky Boots,,,
{246:65},Shield.part_firmware_skillcraft,Shield,Firmware,Skillcraft,,,
{247:1},Enhancement.part_firmware_god_killer,Enhancements,Firmware,God Killer,,,
{247:2},Enhancement.part_firmware_reel_big_fist,Enhancements,Firmware,Reel Big Fist,,,
{247:3},Enhancement.part_firmware_lifeblood,Enhancements,Firmware,Lifeblood,,,
{247:4},Enhancement.part_firmware_airstrike,Enhancements,Firmware,Airstrike,,,
{247:5},Enhancement.part_firmware_high_caliber,Enhancements,Firmware,High Caliber,,,
{247:6},Enhancement.part_firmware_gadget_ahoy,Enhancements,Firmware,Gadget Ahoy,,,
{247:7},Enhancement.part_firmware_baker,Enhancements,Firmware,Baker,,,
{247:8},Enhancement.part_firmware_oscar_mike,Enhancements,Firmware,Oscar Mike,,,
{247:9},Enhancement.part_firmware_rubberband_man,Enhancements,Firmware,Rubberband Man,,,
{247:10},Enhancement.part_firmware_deadeye,Enhancements,Firmware,Deadeye,,,
{247:11},Enhancement.part_firmware_action_fist,Enhancements,Firmware,Action Fist,,,
{247:12},Enhancement.part_firmware_goojfc,Enhancements,Firmware,GooJFC,,,
{247:13},Enhancement.part_firmware_atlas_ex,Enhancements,Firmware,Atlas E.X.,,,
{247:14},Enhancement.part_firmware_atlas_infinum,Enhancements,Firmware,Atlas Infinum,,,
{247:15},Enhancement.part_firmware_trickshot,Enhancements,Firmware,Trickshot,,,
{247:16},Enhancement.part_firmware_jacked,Enhancements,Firmware,Jacked,,,
{247:17},Enhancement.part_firmware_get_throwin,Enhancements,Firmware,Get Throwin',,,
{247:18},Enhancement.part_firmware_heating_up,Enhancements,Firmware,Heating Up,,,
{247:19},Enhancement.part_firmware_bullets_to_spare,Enhancements,Firmware,Bullets to Spare,,,
{247:20},Enhancement.part_firmware_daeddy_o,Enhancements,Firmware,Daed-dy O',,,
{247:21},Enhancement.part_Stat_wt_SR_magsize,Enhancements,Stats,Sniper Magazine Size,Sniper Magazine +75%,,
{247:22},Enhancement.part_Stat_wt_SG_magsize,Enhancements,Stats,Shotgun Magazine Size,Shotgun Magazine +75%,,
{247:23},Enhancement.part_Stat_wt_SM_magsize,Enhancements,Stats,SMG Magazine Size,SMG Magazine +75%,,
{247:24},Enhancement.part_Stat_wt_PS_magsize,Enhancements,Stats,Pistol Magazine Size,Pistol Magazine +75%,,
{247:25},Enhancement.part_Stat_wt_AR_magsize,Enhancements,Stats,AR Magazine Size,AR Magazine +75%,,
{247:26},Enhancement.part_Stat_wt_SR_criticaldamage,Enhancements,Stats,Sniper Critical Damage,Sniper Crit Damage +75%,,
{247:27},Enhancement.part_Stat_wt_SG_criticaldamage,Enhancements,Stats,Shotgun Critical Damage,Shotgun Crit Damage +75%,,
{247:28},Enhancement.part_Stat_wt_SM_criticaldamage,Enhancements,Stats,SMG Critical Damage,SMG Crit Damage +75%,,
{247:29},Enhancement.part_Stat_wt_PS_criticaldamage,Enhancements,Stats,Pistol Critical Damage,Pistol Crit Damage +75%,,
{247:30},Enhancement.part_Stat_wt_AR_criticaldamage,Enhancements,Stats,AR Critical Damage,AR Crit Damage +75%,,
{247:31},Enhancement.part_Stat_wt_SR_damage,Enhancements,Stats,Sniper Damage,Sniper Damage +38%,,
{247:32},Enhancement.part_Stat_wt_SG_damage,Enhancements,Stats,Shotgun Damage,Shotgun Damage +38%,,
{247:33},Enhancement.part_Stat_wt_SM_damage,Enhancements,Stats,SMG Damage,SMG Damage +38%,,
{247:34},Enhancement.part_Stat_wt_PS_damage,Enhancements,Stats,Pistol Damage,Pistol Damage +38%,,
{247:35},Enhancement.part_Stat_wt_AR_damage,Enhancements,Stats,AR Damage,AR Damage +38%,,
{247:36},Enhancement.part_Stat_wt_SR_firerate,Enhancements,Stats,Sniper Fire Rate,Sniper Fire Rate +38%,,
{247:37},Enhancement.part_Stat_wt_SG_firerate,Enhancements,Stats,Shotgun Fire Rate,Shotgun Fire Rate +38%,,
{247:38},Enhancement.part_Stat_wt_SM_firerate,Enhancements,Stats,SMG Fire Rate,SMG Fire Rate +38%,,
{247:39},Enhancement.part_Stat_wt_PS_firerate,Enhancements,Stats,Pistol Fire Rate,Pistol Fire Rate +38%,,
{247:40},Enhancement.part_Stat_wt_AR_firerate,Enhancements,Stats,AR Fire Rate,AR Fire Rate +38%,,
{247:41},Enhancement.part_Stat_wt_SR_accuracy,Enhancements,Stats,Sniper Accuracy,Sniper Accuracy +75%,,
{247:42},Enhancement.part_Stat_wt_SG_accuracy,Enhancements,Stats,Shotgun Accuracy,Shotgun Accuracy +75%,,
{247:43},Enhancement.part_Stat_wt_SM_accuracy,Enhancements,Stats,SMG Accuracy,SMG Accuracy +75%,,
{247:44},Enhancement.part_Stat_wt_PS_accuracy,Enhancements,Stats,Pistol Accuracy,Pistol Accuracy +75%,,
{247:45},Enhancement.part_Stat_wt_AR_accuracy,Enhancements,Stats,AR Accuracy,AR Accuracy +75%,,
{247:46},Enhancement.part_Stat_wt_SR_splashdamage,Enhancements,Stats,Sniper Splash Damage,Sniper Splash Damage +38%,,
{247:47},Enhancement.part_Stat_wt_SG_splashdamage,Enhancements,Stats,Shotgun Splash Damage,Shotgun Splash Damage +38%,,
{247:48},Enhancement.part_Stat_wt_SM_splashdamage,Enhancements,Stats,SMG Splash Damage,SMG Splash Damage +38%,,
{247:49},Enhancement.part_Stat_wt_PS_splashdamage,Enhancements,Stats,Pistol Splash Damage,Pistol Splash Damage +38%,,
{247:50},Enhancement.part_Stat_wt_AR_splashdamage,Enhancements,Stats,AR Splash Damage,AR Splash Damage +38%,,
{247:51},Enhancement.part_Stat_wt_SG_splashradius,Enhancements,Stats,Shotgun Splash Radius,Shotgun Splash Radius +75%,,
{247:52},Enhancement.part_Stat_wt_PS_splashradius,Enhancements,Stats,Pistol Splash Radius,Pistol Splash Radius +75%,,
{247:53},Enhancement.part_Stat_wt_SR_splashradius,Enhancements,Stats,Sniper Splash Radius,Sniper Splash Radius +75%,,
{247:54},Enhancement.part_Stat_wt_SM_splashradius,Enhancements,Stats,SMG Splash Radius,SMG Splash Radius +75%,,
{247:55},Enhancement.part_Stat_wt_AR_splashradius,Enhancements,Stats,AR Splash Radius,AR Splash Radius +75%,,
{247:56},Enhancement.part_Stat_wt_SR_ads_proficiency,Enhancements,Stats,Sniper ADS Proficiency,Sniper ADS +75%,,
{247:57},Enhancement.part_Stat_wt_SG_ads_proficiency,Enhancements,Stats,Shotgun ADS Proficiency,Shotgun ADS +75%,,
{247:58},Enhancement.part_Stat_wt_SM_ads_proficiency,Enhancements,Stats,SMG ADS Proficiency,SMG ADS +75%,,
{247:59},Enhancement.part_Stat_wt_PS_ads_proficiency,Enhancements,Stats,Pistol ADS Proficiency,Pistol ADS +75%,,
{247:60},Enhancement.part_Stat_wt_AR_ads_proficiency,Enhancements,Stats,AR ADS Proficiency,AR ADS +75%,,
{247:61},Enhancement.part_Stat_wt_PS_statuseffectdamage,Enhancements,Stats,Pistol Status Effect Damage,Pistol Status Effect Damage +38%,,
{247:62},Enhancement.part_Stat_wt_SR_statuseffectdamage,Enhancements,Stats,Sniper Status Effect Damage,Sniper Status Effect Damage +38%,,
{247:63},Enhancement.part_Stat_wt_SG_statuseffectdamage,Enhancements,Stats,Shotgun Status Effect Damage,Shotgun Status Effect Damage +38%,,
{247:64},Enhancement.part_Stat_wt_SM_statuseffectdamage,Enhancements,Stats,SMG Status Effect Damage,SMG Status Effect Damage +38%,,
{247:65},Enhancement.part_Stat_wt_AR_statuseffectdamage,Enhancements,Stats,AR Status Effect Damage,AR Status Effect Damage +38%,,
{247:66},Enhancement.part_Stat_wt_SG_statuseffectchance,Enhancements,Stats,Shotgun Status Effect Chance,Shotgun Status Effect Chance +38%,,
{247:67},Enhancement.part_Stat_wt_SM_statuseffectchance,Enhancements,Stats,SMG Status Effect Chance,SMG Status Effect Chance +38%,,
{247:68},Enhancement.part_Stat_wt_SR_statuseffectchance,Enhancements,Stats,Sniper Status Effect Chance,Sniper Status Effect Chance +38%,,
{247:69},Enhancement.part_Stat_wt_PS_statuseffectchance,Enhancements,Stats,Pistol Status Effect Chance,Pistol Status Effect Chance +38%,,
{247:70},Enhancement.part_Stat_wt_AR_statuseffectchance,Enhancements,Stats,AR Status Effect Chance,AR Status Effect Chance +38%,,
{247:71},Enhancement.part_Stat_wt_AR_equipspeed,Enhancements,Stats,AR Equip Speed,AR Equip Speed +150%,,
{247:72},Enhancement.part_Stat_wt_PS_equipspeed,Enhancements,Stats,Pistol Equip Speed,Pistol Equip Speed +150%,,
{247:73},Enhancement.part_Stat_wt_SG_equipspeed,Enhancements,Stats,Shotgun Equip Speed,Shotgun Equip Speed +150%,,
{247:74},Enhancement.part_Stat_wt_SM_equipspeed,Enhancements,Stats,SMG Equip Speed,SMG Equip Speed +150%,,
{247:75},Enhancement.part_Stat_wt_SR_equipspeed,Enhancements,Stats,Sniper Equip Speed,Sniper Equip Speed +150%,,
{247:76},Enhancement.Part_Body_05_Legendary,Enhancements,Main Body,,,,
{247:77},Enhancement.Part_Body_04_Epic,Enhancements,Main Body,Epic,,,
{247:78},Enhancement.Part_Body_03_Rare,Enhancements,Main Body,Rare,,,
{247:79},Enhancement.Part_Body_02_Uncommon,Enhancements,Main Body,Uncommon,,,
{247:80},Enhancement.Part_Body_01_Common,Enhancements,Main Body,Common,,,
{247:81},Enhancement.part_Stat_weapon_equipspeed,Enhancements,Stats,Gun Equip Speed,Gun Equip Speed +100%,,
{247:82},Enhancement.part_Stat_weapon_reloadspeed,Enhancements,Stats,Gun Reload Speed,Gun Reload Speed +25%,,
{247:83},Enhancement.part_Stat_statuseffect_chance,Enhancements,Stats,Gun Status Effect Chance,Gun Status Effect Chance +25%,,
{247:84},Enhancement.part_Stat_statuseffect_damage,Enhancements,Stats,Gun Status Effect Damage,Gun Status Effect Damage +25%,,
{247:85},Enhancement.part_Stat_weapon_ads_proficiency,Enhancements,Stats,Gun ADS Proficiency,Gun ADS +50%,,
{247:86},Enhancement.part_Stat_weapon_splashradius,Enhancements,Stats,Gun Splash Radius,Gun Splash Radius +50%,,
{247:87},Enhancement.part_Stat_weapon_splashdamage,Enhancements,Stats,Gun Splash Damage,Gun Splash Damage +25%,,
{247:88},Enhancement.part_Stat_weapon_criticaldamage,Enhancements,Stats,Gun Critical Damage,Gun Crit Damage +50%,,
{247:89},Enhancement.part_Stat_weapon_accuracy,Enhancements,Stats,Gun Accuracy,Gun Accuracy +50%,,
{247:90},Enhancement.part_Stat_weapon_firerate,Enhancements,Stats,Gun Fire Rate,Gun Fire Rate +25%,,
{247:91},Enhancement.part_Stat_weapon_damage,Enhancements,Stats,Gun Damage,Gun Damage +25%,,
{247:92},Enhancement.part_Stat_wt_SR_reloadspeed,Enhancements,Stats,Sniper Reload Speed,Sniper Reload Speed +38%,,
{247:93},Enhancement.part_Stat_wt_SM_reloadspeed,Enhancements,Stats,SMG Reload Speed,SMG Reload Speed +38%,,
{247:94},Enhancement.part_Stat_wt_SG_reloadspeed,Enhancements,Stats,Shotgun Reload Speed,Shotgun Reload Speed +38%,,
{247:95},Enhancement.part_Stat_wt_AR_reloadspeed,Enhancements,Stats,AR Reload Speed,AR Reload Speed +38%,,
{247:96},Enhancement.part_Stat_wt_PS_reloadspeed,Enhancements,Stats,Pistol Reload Speed,Pistol Reload Speed +38%,,
{247:97},Enhancement.part_Stat_weapon_magsize,Enhancements,Stats,Gun Magazine Size,Gun Magazine +50%,,
{247:98},Enhancement.comp_01_common,Enhancements,Secondary Rarity,Common,NOT USED,,
{247:99},Enhancement.comp_02_uncommon,Enhancements,Secondary Rarity,Uncommon,NOT USED,,
{247:100},Enhancement.comp_03_rare,Enhancements,Secondary Rarity,Rare,NOT USED,,
{247:101},Enhancement.comp_04_epic,Enhancements,Secondary Rarity,Epic,NOT USED,,
{247:102},Enhancement.comp_05_legendary,Enhancements,Secondary Rarity,,NOT USED,,
{247:103},Enhancement.part_firmware_risky_boots,Enhancements,Firmware,Risky Boots,,,
{247:104},Enhancement.part_Stat3_wt_SR_statuseffectdamage,Enhancements,Stats,Sniper Status Effect Damage,Sniper Status Effect Damage +38%,,
{247:105},Enhancement.part_Stat3_wt_SR_statuseffectchance,Enhancements,Stats,Sniper Status Effect Chance,Sniper Status Effect Chance +38%,,
{247:106},Enhancement.part_Stat3_wt_SR_splashradius,Enhancements,Stats,Sniper Splash Radius,Sniper Splash Radius +75%,,
{247:107},Enhancement.part_Stat3_wt_SR_splashdamage,Enhancements,Stats,Sniper Splash Damage,Sniper Splash Damage +38%,,
{247:108},Enhancement.part_Stat3_wt_SR_reloadspeed,Enhancements,Stats,Sniper Reload Speed,Sniper Reload Speed +38%,,
{247:109},Enhancement.part_Stat3_wt_SR_magsize,Enhancements,Stats,Sniper Magazine Size,Sniper Magazine +75%,,
{247:110},Enhancement.part_Stat3_wt_SR_firerate,Enhancements,Stats,Sniper Fire Rate,Sniper Fire Rate +38%,,
{247:111},Enhancement.part_Stat3_wt_SR_equipspeed,Enhancements,Stats,Sniper Equip Speed,Sniper Equip Speed +150%,,
{247:112},Enhancement.part_Stat3_wt_SR_damage,Enhancements,Stats,Sniper Damage,Sniper Damage +38%,,
{247:113},Enhancement.part_Stat3_wt_SR_criticaldamage,Enhancements,Stats,Sniper Critical Damage,Sniper Crit Damage +75%,,
{247:114},Enhancement.part_Stat3_wt_SR_ads_proficiency,Enhancements,Stats,Sniper ADS Proficiency,Sniper ADS +75%,,
{247:115},Enhancement.part_Stat3_wt_SR_accuracy,Enhancements,Stats,Sniper Accuracy,Sniper Accuracy +75%,,
{247:116},Enhancement.part_Stat3_wt_SM_statuseffectdamage,Enhancements,Stats,SMG Status Effect Damage,SMG Status Effect Damage +38%,,
{247:117},Enhancement.part_Stat3_wt_SM_statuseffectchance,Enhancements,Stats,SMG Status Effect Chance,SMG Status Effect Chance +38%,,
{247:118},Enhancement.part_Stat3_wt_SM_splashradius,Enhancements,Stats,SMG Splash Radius,SMG Splash Radius +75%,,
{247:119},Enhancement.part_Stat3_wt_SM_splashdamage,Enhancements,Stats,SMG Splash Damage,SMG Splash Damage +38%,,
{247:120},Enhancement.part_Stat3_wt_SM_reloadspeed,Enhancements,Stats,SMG Reload Speed,SMG Reload Speed +38%,,
{247:121},Enhancement.part_Stat3_wt_SM_magsize,Enhancements,Stats,SMG Magazine Size,SMG Magazine +75%,,
{247:122},Enhancement.part_Stat3_wt_SM_firerate,Enhancements,Stats,SMG Fire Rate,SMG Fire Rate +38%,,
{247:123},Enhancement.part_Stat3_wt_SM_equipspeed,Enhancements,Stats,SMG Equip Speed,SMG Equip Speed +150%,,
{247:124},Enhancement.part_Stat3_wt_SM_damage,Enhancements,Stats,SMG Damage,SMG Damage +38%,,
{247:125},Enhancement.part_Stat3_wt_SM_criticaldamage,Enhancements,Stats,SMG Critical Damage,SMG Crit Damage +75%,,
{247:126},Enhancement.part_Stat3_wt_SM_ads_proficiency,Enhancements,Stats,SMG ADS Proficiency,SMG ADS +75%,,
{247:127},Enhancement.part_Stat3_wt_SM_accuracy,Enhancements,Stats,SMG Accuracy,SMG Accuracy +75%,,
{247:128},Enhancement.part_Stat3_wt_SG_statuseffectdamage,Enhancements,Stats,Shotgun Status Effect Damage,Shotgun Status Effect Damage +38%,,
{247:129},Enhancement.part_Stat3_wt_SG_statuseffectchance,Enhancements,Stats,Shotgun Status Effect Chance,Shotgun Status Effect Chance +38%,,
{247:130},Enhancement.part_Stat3_wt_SG_splashradius,Enhancements,Stats,Shotgun Splash Radius,Shotgun Splash Radius +75%,,
