source,code,Manufacturer,Weapon Type,ID,Part Type,String,Model Name,"Stats (Level 50, Common)",Effects,Requirements,Stats
Item-Editor.html,{17:73},,,73,,TOR_AR.part_underbarrel_04_atlas,Atlas Tracker Darts,Atlas Tracker Darts mod,Atlas Tracker Darts mod,,Atlas Tracker Darts mod
Item-Editor.html,{17:46},,,46,,TOR_AR.part_foregrip_02,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{17:47},,,47,,TOR_AR.part_foregrip_03,+Blast Radius,Blast Radius mod,Blast Radius mod,,Blast Radius mod
Item-Editor.html,{17:57},,,57,,TOR_AR.part_foregrip_01_pt,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{17:74},,,74,,TOR_AR.part_foregrip_01,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{17:75},,,75,,TOR_AR.part_foregrip_03_pt,+Blast Radius,Blast Radius mod,Blast Radius mod,,Blast Radius mod
Item-Editor.html,{17:76},,,76,,TOR_AR.part_foregrip_02_pt,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{17:58},,,58,,TOR_AR.part_barrel_01_a,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{17:59},,,59,,TOR_AR.part_barrel_01_b,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{17:60},,,60,,TOR_AR.part_barrel_01_c,+Blast Radius,Blast Radius mod,Blast Radius mod,,Blast Radius mod
Item-Editor.html,{17:61},,,61,,TOR_AR.part_barrel_01_d,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{17:62},,,62,,TOR_AR.part_barrel_02_a,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{17:63},,,63,,TOR_AR.part_barrel_02_b,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{17:64},,,64,,TOR_AR.part_barrel_02_c,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{17:65},,,65,,TOR_AR.part_barrel_02_d,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{17:95},,,95,,TOR_AR.comp_01_common,Common,"Item Type ID: 17, Item ID: 95 mod","Item Type ID: 17, Item ID: 95 mod",,"Item Type ID: 17, Item ID: 95 mod"
Item-Editor.html,{17:96},,,96,,TOR_AR.comp_02_uncommon,Uncommon,"Item Type ID: 17, Item ID: 96 mod","Item Type ID: 17, Item ID: 96 mod",,"Item Type ID: 17, Item ID: 96 mod"
Item-Editor.html,{17:97},,,97,,TOR_AR.comp_03_rare,Rare,"Item Type ID: 17, Item ID: 97 mod","Item Type ID: 17, Item ID: 97 mod",,"Item Type ID: 17, Item ID: 97 mod"
Item-Editor.html,{17:98},,,98,,TOR_AR.comp_04_epic,Epic,"Item Type ID: 17, Item ID: 98 mod","Item Type ID: 17, Item ID: 98 mod",,"Item Type ID: 17, Item ID: 98 mod"
Item-Editor.html,{17:1},,,1,,TOR_AR.comp_05_legendary_Bugbear,Legendary - Bugbear,"Item Type ID: 17, Item ID: 1 mod",Bugbear,,"Item Type ID: 17, Item ID: 1 mod"
Item-Editor.html,{17:56},,,56,,TOR_AR.comp_05_legendary_coldshoulder,Legendary - Cold Shoulder,"Item Type ID: 17, Item ID: 56 mod",Cold Shoulder,,"Item Type ID: 17, Item ID: 56 mod"
Item-Editor.html,{17:78},,,78,,TOR_AR.comp_05_legendary_PotatoThrower,Legendary - Potato Thrower IV,"Item Type ID: 17, Item ID: 78 mod",Potato Thrower IV,,"Item Type ID: 17, Item ID: 78 mod"
Item-Editor.html,{17:53},,,53,,TOR_AR.comp_Brenda_weapon,Comp Brenda Weapon,"Item Type ID: 17, Item ID: 53 mod","Item Type ID: 17, Item ID: 53 mod",,"Item Type ID: 17, Item ID: 53 mod"
Item-Editor.html,{17:52},,,52,,TOR_AR.part_body,TOR_AR_Body,"No Stat Changes, always present","No Stat Changes, always present",,"No Stat Changes, always present"
Item-Editor.html,{6:3},,,3,,TOR_PS.part_body_a,-Reload Speed,Reload Speed mod,Reload Speed mod,,Reload Speed mod
Item-Editor.html,{6:4},,,4,,TOR_PS.part_body_b,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{6:5},,,5,,TOR_PS.part_body_c,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{6:6},,,6,,TOR_PS.part_body_d,TOR_PS_Body_D,TOR_PS_Body_D mod,TOR_PS_Body_D mod,,TOR_PS_Body_D mod
Item-Editor.html,{6:7},,,7,,TOR_PS.part_barrel_01,Kitty,"Kitty, 1785 DMG, 64% Acc, 2.5/s FR mod","Kitty, 1785 DMG, 64% Acc, 2.5/s FR mod",,"Kitty, 1785 DMG, 64% Acc, 2.5/s FR mod"
Item-Editor.html,{6:8},,,8,,TOR_PS.part_barrel_02,Lotus,"Lotus, 2231 DMG, 65% Acc, 1.8/s FR mod","Lotus, 2231 DMG, 65% Acc, 1.8/s FR mod",,"Lotus, 2231 DMG, 65% Acc, 1.8/s FR mod"
Item-Editor.html,{6:52},,,52,,TOR_PS.part_barrel_02_queensrest,Queen's Rest,"Royal Armory - Fires high-speed rounds, and damaging enemies has a 50% Chance to spawn a Homing Sticky Projectile","Royal Armory - Fires high-speed rounds, and damaging enemies has a 50% Chance to spawn a Homing Sticky Projectile",,"Royal Armory - Fires high-speed rounds, and damaging enemies has a 50% Chance to spawn a Homing Sticky Projectile"
Item-Editor.html,{6:54},,,54,,TOR_PS.part_barrel_01_roach,Roach,"Flesh Eaters - Shoots eggs that hatch flying roaches when attached to flesh, living or dead","Flesh Eaters - Shoots eggs that hatch flying roaches when attached to flesh, living or dead",,"Flesh Eaters - Shoots eggs that hatch flying roaches when attached to flesh, living or dead"
Item-Editor.html,{6:58},,,58,,TOR_PS.part_barrel_02_breadth,Hardpoint,"Hardpoint, 1115 x 5 Damage, 51% Acc, 1.5/s FR, 2 Shot mod",Breach,,"Hardpoint, 1115 x 5 Damage, 51% Acc, 1.5/s FR, 2 Shot mod"
Item-Editor.html,{6:9},,,9,,TOR_PS.part_shield_default,Hyperion Shield,Hyperion Shield mod,Hyperion Shield mod,,Hyperion Shield mod
Item-Editor.html,{6:10},,,10,,TOR_PS.part_shield_ricochet,Hyperion Ricochet Shield,Hyperion Ricochet Shield mod,Hyperion Ricochet Shield mod,,Hyperion Ricochet Shield mod
Item-Editor.html,{6:11},,,11,,TOR_PS.part_shield_ammo,Hyperion Absorb Shield,Hyperion Absorb Shield mod,Hyperion Absorb Shield mod,,Hyperion Absorb Shield mod
Item-Editor.html,{6:12},,,12,,TOR_PS.part_shield_amp,Hyperion Amp Shield,Hyperion Amp Shield mod,Hyperion Amp Shield mod,,Hyperion Amp Shield mod
Item-Editor.html,{6:48},,,48,,TOR_PS.part_secondary_ammo_smg,Daedalus SMG Ammo,Daedalus SMG Ammo mod,Daedalus SMG Ammo mod,,Daedalus SMG Ammo mod
Item-Editor.html,{6:49},,,49,,TOR_PS.part_secondary_ammo_sg,Daedalus Shotgun Ammo,Daedalus Shotgun Ammo mod,Daedalus Shotgun Ammo mod,,Daedalus Shotgun Ammo mod
Item-Editor.html,{6:50},,,50,,TOR_PS.part_secondary_ammo_ar,Daedalus AR Ammo,Daedalus AR Ammo mod,Daedalus AR Ammo mod,,Daedalus AR Ammo mod
Item-Editor.html,{6:51},,,51,,TOR_PS.part_secondary_ammo_sr,Daedalus SR Ammo,Daedalus SR Ammo mod,Daedalus SR Ammo mod,,Daedalus SR Ammo mod
Item-Editor.html,{6:68},,,68,,TOR_PS.part_barrel_licensed_jak,Jakobs Ricochet,Jakobs Ricochet mod,Jakobs Ricochet mod,,Jakobs Ricochet mod
Item-Editor.html,{6:69},,,69,,TOR_PS.part_barrel_licensed_ted,"Tediore Reload, no stat changes","Tediore Reload, no stat changes","Tediore Reload, no stat changes",,"Tediore Reload, no stat changes"
Item-Editor.html,{6:70},,,70,,TOR_PS.part_barrel_licensed_ted_shooting,"Tediore Shooting, no stat changes","Tediore Shooting, no stat changes","Tediore Shooting, no stat changes",,"Tediore Shooting, no stat changes"
Item-Editor.html,{6:71},,,71,,TOR_PS.part_barrel_licensed_ted_mirv,"Tediore MIRV, no stat changes","Tediore MIRV, no stat changes mod","Tediore MIRV, no stat changes mod",,"Tediore MIRV, no stat changes mod"
Item-Editor.html,{6:72},,,72,,TOR_PS.part_barrel_licensed_ted_combo,"Tediore Combo, no stat changes","Tediore Combo, no stat changes mod","Tediore Combo, no stat changes mod",,"Tediore Combo, no stat changes mod"
Item-Editor.html,{6:73},,,73,,TOR_PS.part_barrel_licensed_hyp,"Hyperion Grip, -Acc, Acc increases with continuous fire","Hyperion Grip, -Acc, Acc increases with continuous fire mod","Hyperion Grip, -Acc, Acc increases with continuous fire mod",,"Hyperion Grip, -Acc, Acc increases with continuous fire mod"
Item-Editor.html,{6:13},,,13,,TOR_PS.part_mag_01,"1.8s Reload, 6 Shots","1.8s Reload, 6 Shots mod","1.8s Reload, 6 Shots mod",,"1.8s Reload, 6 Shots mod"
Item-Editor.html,{6:14},,,14,,TOR_PS.part_mag_02,"2.3s Reload, 8 Shots","2.3s Reload, 8 Shots mod","2.3s Reload, 8 Shots mod",,"2.3s Reload, 8 Shots mod"
Item-Editor.html,{6:15},,,15,,TOR_PS.part_mag_04_cov,"3.5s Reload, +Damage, -Acc, 8 Shots, CoV Mag","3.5s Reload, +Damage, -Acc, 8 Shots, CoV Mag mod","3.5s Reload, +Damage, -Acc, 8 Shots, CoV Mag mod",,"3.5s Reload, +Damage, -Acc, 8 Shots, CoV Mag mod"
Item-Editor.html,{6:16},,,16,,TOR_PS.part_mag_05_borg,"2.8s Reload, +Damage, -Acc, +Fire Rate, 10 Shots, Ripper Mag","2.8s Reload, +Damage, -Acc, +Fire Rate, 10 Shots, Ripper Mag mod","2.8s Reload, +Damage, -Acc, +Fire Rate, 10 Shots, Ripper Mag mod",,"2.8s Reload, +Damage, -Acc, +Fire Rate, 10 Shots, Ripper Mag mod"
Item-Editor.html,{6:17},,,17,,TOR_PS.part_mag_ted_thrown_01,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{6:18},,,18,,TOR_PS.part_mag_ted_thrown_02,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{6:19},,,19,,TOR_PS.part_mag_ted_thrown_04_cov,3.0s Reload,3.0s Reload mod,3.0s Reload mod,,3.0s Reload mod
Item-Editor.html,{6:20},,,20,,TOR_PS.part_mag_ted_thrown_05_bor,3.0s Reload,3.0s Reload mod,3.0s Reload mod,,3.0s Reload mod
Item-Editor.html,{6:21},,,21,,TOR_PS.part_scope_ironsight,ADS,ADS mod,ADS mod,,ADS mod
Item-Editor.html,{6:22},,,22,,TOR_PS.part_scope_01_lens_01,ADS,ADS mod,ADS mod,,ADS mod
Item-Editor.html,{6:23},,,23,,TOR_PS.part_scope_01_lens_02,ADS +Zoom,ADS +Zoom mod,ADS +Zoom mod,,ADS +Zoom mod
Item-Editor.html,{6:24},,,24,,TOR_PS.part_scope_02_lens_01,ADS ++Zoom,ADS ++Zoom mod,ADS ++Zoom mod,,ADS ++Zoom mod
Item-Editor.html,{6:25},,,25,,TOR_PS.part_scope_02_lens_02,ADS +++Zoom,ADS +++Zoom mod,ADS +++Zoom mod,,ADS +++Zoom mod
Item-Editor.html,{6:26},,,26,,TOR_PS.part_scope_acc_s01_l01_a,"Mag Counter, Compass",Damage mod,"Mag Counter, Compass",,Damage mod
Item-Editor.html,{6:27},,,27,,TOR_PS.part_scope_acc_s01_l01_b,Scope Hood,Reload Speed mod,Scope Hood,,Reload Speed mod
Item-Editor.html,{6:28},,,28,,TOR_PS.part_scope_acc_s02_l01_a,Mag/Ammo Counter,ADS prof mod,Mag/Ammo Counter,,ADS prof mod
Item-Editor.html,{6:29},,,29,,TOR_PS.part_scope_acc_s02_l01_b,Compass,Blast Radius mod,Compass,,Blast Radius mod
Item-Editor.html,{6:30},,,30,,TOR_PS.part_scope_acc_s01_l02_a,Mag/Ammo Counter,Damage mod,Mag/Ammo Counter,,Damage mod
Item-Editor.html,{6:31},,,31,,TOR_PS.part_scope_acc_s01_l02_b,"Compass, Scope Hood",Reload Speed mod,"Compass, Scope Hood",,Reload Speed mod
Item-Editor.html,{6:32},,,32,,TOR_PS.part_scope_acc_s02_l02_a,"Ammo Counter, Compass",ADS prof mod,"Ammo Counter, Compass",,ADS prof mod
Item-Editor.html,{6:33},,,33,,TOR_PS.part_scope_acc_s02_l02_b,Bullet Drop Gauge,Blast Radius mod,Bullet Drop Gauge,,Blast Radius mod
Item-Editor.html,{6:34},,,34,,TOR_PS.part_grip_05b_ted_homing,"Tediore reload modifier: Homing, no stat changes","Tediore reload modifier: Homing, no stat changes","Tediore reload modifier: Homing, no stat changes",,"Tediore reload modifier: Homing, no stat changes"
Item-Editor.html,{6:35},,,35,,TOR_PS.part_grip_05c_ted_jav,"Tediore reload modifier: Javelin, no stat changes","Tediore reload modifier: Javelin, no stat changes","Tediore reload modifier: Javelin, no stat changes",,"Tediore reload modifier: Javelin, no stat changes"
Item-Editor.html,{6:36},,,36,,TOR_PS.part_grip_05a_ted_legs,"Tediore reload modifier: Legs, no stat changes","Tediore reload modifier: Legs, no stat changes","Tediore reload modifier: Legs, no stat changes",,"Tediore reload modifier: Legs, no stat changes"
Item-Editor.html,{6:37},,,37,,TOR_PS.part_grip_01,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{6:38},,,38,,TOR_PS.part_grip_02,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{6:39},,,39,,TOR_PS.part_grip_03,-Reload Speed,Reload Speed mod,Reload Speed mod,,Reload Speed mod
Item-Editor.html,{6:40},,,40,,TOR_PS.part_grip_04_hyp,Hyperion Grip,"Hyperion Grip, -Acc, Acc increases with continuous fire mod","Hyperion Grip, -Acc, Acc increases with continuous fire mod",,"Hyperion Grip, -Acc, Acc increases with continuous fire mod"
Item-Editor.html,{6:41},,,41,,TOR_PS.part_underbarrel_05_ammoswitcher,Daedalus Ammo Switch,Daedalus Ammo Switch mod,Used for Daedalus Ammo switch,,Daedalus Ammo Switch mod
Item-Editor.html,{6:42},,,42,,TOR_PS.part_underbarrel_06_malswitch,Maliwan Element Switch,Maliwan Element Switch mod,Used for Maliwan elemental switch,,Maliwan Element Switch mod
Item-Editor.html,{6:43},,,43,,TOR_PS.part_underbarrel_04_atlas_ball,Atlas Tracker Grenades,Atlas Tracker Grenades mod,Atlas Tracker Grenades mod,,Atlas Tracker Grenades mod
Item-Editor.html,{6:44},,,44,,TOR_PS.part_underbarrel_01_rockets,Alt Fire - Micro-Rocket POD,Alt Fire - Magnum Rockets mod,Alt Fire - Magnum Rockets mod,,Alt Fire - Magnum Rockets mod
Item-Editor.html,{6:45},,,45,,TOR_PS.part_underbarrel_03_cleaver,Alt Fire - Turbine Cleaver,Alt Fire - Turbine Cleaver mod,Alt Fire - Turbine Cleaver mod,,Alt Fire - Turbine Cleaver mod
Item-Editor.html,{6:74},,,74,,TOR_PS.part_underbarrel_04_atlas,Atlas Tracker Darts,Atlas Tracker Darts mod,Atlas Tracker Darts mod,,Atlas Tracker Darts mod
Item-Editor.html,{6:75},,,75,,TOR_PS.part_underbarrel_02_blowback,Alt Fire - Exhaust Blast,Alt Fire - Exhaust Blast mod,Alt Fire - Exhaust Blast mod,,Alt Fire - Exhaust Blast mod
Item-Editor.html,{6:46},,,46,,TOR_PS.part_foregrip_02,+Fire Rate,Adding foregrip to tediore guns enables torgue gyrojets,Adding foregrip to tediore guns enables torgue gyrojets,,Adding foregrip to tediore guns enables torgue gyrojets
Item-Editor.html,{6:47},,,47,,TOR_PS.part_foregrip_03,+Blast Radius,Blast Radius mod,Blast Radius mod,,Blast Radius mod
Item-Editor.html,{6:76},,,76,,TOR_PS.part_foregrip_01,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{6:60},,,60,,TOR_PS.part_barrel_01_a,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{6:61},,,61,,TOR_PS.part_barrel_01_b,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{6:62},,,62,,TOR_PS.part_barrel_01_c,+Blast Radius,Blast Radius mod,Blast Radius mod,,Blast Radius mod
Item-Editor.html,{6:63},,,63,,TOR_PS.part_barrel_01_d,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{6:64},,,64,,TOR_PS.part_barrel_02_a,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{6:65},,,65,,TOR_PS.part_barrel_02_b,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{6:66},,,66,,TOR_PS.part_barrel_02_c,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{6:67},,,67,,TOR_PS.part_barrel_02_d,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{6:95},,,95,,TOR_PS.comp_01_common,Common,"Item Type ID: 6, Item ID: 95 mod","Item Type ID: 6, Item ID: 95 mod",,"Item Type ID: 6, Item ID: 95 mod"
Item-Editor.html,{6:96},,,96,,TOR_PS.comp_02_uncommon,Uncommon,"Item Type ID: 6, Item ID: 96 mod","Item Type ID: 6, Item ID: 96 mod",,"Item Type ID: 6, Item ID: 96 mod"
Item-Editor.html,{6:97},,,97,,TOR_PS.comp_03_rare,Rare,"Item Type ID: 6, Item ID: 97 mod","Item Type ID: 6, Item ID: 97 mod",,"Item Type ID: 6, Item ID: 97 mod"
Item-Editor.html,{6:98},,,98,,TOR_PS.comp_04_epic,Epic,"Item Type ID: 6, Item ID: 98 mod","Item Type ID: 6, Item ID: 98 mod",,"Item Type ID: 6, Item ID: 98 mod"
Item-Editor.html,{6:53},,,53,,TOR_PS.comp_05_legendary_QueensRest,Legendary - Queen's Rest,"Item Type ID: 6, Item ID: 53 mod",Queen's Rest,,"Item Type ID: 6, Item ID: 53 mod"
Item-Editor.html,{6:59},,,59,,TOR_PS.comp_05_legendary_Breadth,Legendary - Hardpoint,"Item Type ID: 6, Item ID: 59 mod",Hardpoint,,"Item Type ID: 6, Item ID: 59 mod"
Item-Editor.html,{6:1},,,1,,TOR_PS.comp_05_legendary_Roach,Legendary - Roach,"Item Type ID: 6, Item ID: 1 mod",Roach,,"Item Type ID: 6, Item ID: 1 mod"
Item-Editor.html,{6:2},,,2,,TOR_PS.part_body,TOR_PS_Body,"No Stat Changes, always present","No Stat Changes, always present",,"No Stat Changes, always present"
Item-Editor.html,{12:3},,,3,,TOR_SG.part_body_a,-Reload Speed,Reload Speed mod,Reload Speed mod,,Reload Speed mod
Item-Editor.html,{12:4},,,4,,TOR_SG.part_body_b,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{12:5},,,5,,TOR_SG.part_body_c,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{12:6},,,6,,TOR_SG.part_body_d,TOR_SG_Body_D,TOR_SG_Body_D mod,TOR_SG_Body_D mod,,TOR_SG_Body_D mod
Item-Editor.html,{12:7},,,7,,TOR_SG.part_barrel_01,Rider,"Rider, 1485 x 4 DMG, 67% Acc, 1.2/s FR - 2 Shot mod","Rider, 1485 x 4 DMG, 67% Acc, 1.2/s FR - 2 Shot mod",,"Rider, 1485 x 4 DMG, 67% Acc, 1.2/s FR - 2 Shot mod"
Item-Editor.html,{12:8},,,8,,TOR_SG.part_barrel_02,Crank,"Crank, 1673 x 4 DMG, 70% Acc, 1.0/s FR - 2 Shot mod","Crank, 1673 x 4 DMG, 70% Acc, 1.0/s FR - 2 Shot mod",,"Crank, 1673 x 4 DMG, 70% Acc, 1.0/s FR - 2 Shot mod"
Item-Editor.html,{12:56},,,56,,TOR_SG.part_barrel_02_leadballoon,Lead Balloon,Lightweight - Projectiles float upward and spawn child Projectiles upon exploding,Lightweight - Projectiles float upward and spawn child Projectiles upon exploding,,Lightweight - Projectiles float upward and spawn child Projectiles upon exploding
Item-Editor.html,{12:58},,,58,,TOR_SG.part_barrel_01_linebacker,Linebacker,Full Coverage - Bouncing Projectiles increase Damage by 25% and Damage Radius by 35% per bounce,Full Coverage - Bouncing Projectiles increase Damage by 25% and Damage Radius by 35% per bounce,,Full Coverage - Bouncing Projectiles increase Damage by 25% and Damage Radius by 35% per bounce
Item-Editor.html,{12:9},,,9,,TOR_SG.part_shield_default,Hyperion Shield,Hyperion Shield mod,Hyperion Shield mod,,Hyperion Shield mod
Item-Editor.html,{12:10},,,10,,TOR_SG.part_shield_ricochet,Hyperion Ricochet Shield,Hyperion Ricochet Shield mod,Hyperion Ricochet Shield mod,,Hyperion Ricochet Shield mod
Item-Editor.html,{12:11},,,11,,TOR_SG.part_shield_ammo,Hyperion Absorb Shield,Hyperion Absorb Shield mod,Hyperion Absorb Shield mod,,Hyperion Absorb Shield mod
Item-Editor.html,{12:12},,,12,,TOR_SG.part_shield_amp,Hyperion Amp Shield,Hyperion Amp Shield mod,Hyperion Amp Shield mod,,Hyperion Amp Shield mod
Item-Editor.html,{12:51},,,51,,TOR_SG.part_secondary_ammo_smg,Daedalus SMG Ammo,Daedalus SMG Ammo mod,Daedalus SMG Ammo mod,,Daedalus SMG Ammo mod
Item-Editor.html,{12:52},,,52,,TOR_SG.part_secondary_ammo_ps,Daedalus Pistol Ammo,Daedalus Pistol Ammo mod,Daedalus Pistol Ammo mod,,Daedalus Pistol Ammo mod
Item-Editor.html,{12:53},,,53,,TOR_SG.part_secondary_ammo_ar,Daedalus AR Ammo,Daedalus AR Ammo mod,Daedalus AR Ammo mod,,Daedalus AR Ammo mod
Item-Editor.html,{12:54},,,54,,TOR_SG.part_secondary_ammo_sr,Daedalus SR Ammo,Daedalus SR Ammo mod,Daedalus SR Ammo mod,,Daedalus SR Ammo mod
Item-Editor.html,{12:69},,,69,,TOR_SG.part_barrel_licensed_jak,Jakobs Ricochet,Jakobs Ricochet mod,Jakobs Ricochet mod,,Jakobs Ricochet mod
Item-Editor.html,{12:70},,,70,,TOR_SG.part_barrel_licensed_ted,SG Ted,"Tediore Reload, no stat changes","Tediore Reload, no stat changes",,"Tediore Reload, no stat changes"
Item-Editor.html,{12:71},,,71,,TOR_SG.part_barrel_licensed_ted_shooting,SG Shooting,"Tediore Shooting, no stat changes","Tediore Shooting, no stat changes",,"Tediore Shooting, no stat changes"
Item-Editor.html,{12:72},,,72,,TOR_SG.part_barrel_licensed_ted_mirv,"Tediore MIRV, no stat changes","Tediore MIRV, no stat changes mod","Tediore MIRV, no stat changes mod",,"Tediore MIRV, no stat changes mod"
Item-Editor.html,{12:73},,,73,,TOR_SG.part_barrel_licensed_ted_combo,"Tediore Combo, no stat changes","Tediore Combo, no stat changes mod","Tediore Combo, no stat changes mod",,"Tediore Combo, no stat changes mod"
Item-Editor.html,{12:74},,,74,,TOR_SG.part_barrel_licensed_hyp,SG Hyp,"Hyperion Shield visual accessory, no stat changes","Hyperion Shield visual accessory, no stat changes",,"Hyperion Shield visual accessory, no stat changes"
Item-Editor.html,{12:13},,,13,,TOR_SG.part_mag_05_borg,"2.4s Reload, -Damage, +Fire Rate, 10 Shots, Ripper Mag","2.4s Reload, -Damage, +Fire Rate, 10 Shots, Ripper Mag mod","2.4s Reload, -Damage, +Fire Rate, 10 Shots, Ripper Mag mod",,"2.4s Reload, -Damage, +Fire Rate, 10 Shots, Ripper Mag mod"
Item-Editor.html,{12:14},,,14,,TOR_SG.part_mag_04_cov,"3.3s Reload, -Damage, -Acc, 8 Shots, CoV Mag","3.3s Reload, -Damage, -Acc, 8 Shots, CoV Mag mod","3.3s Reload, -Damage, -Acc, 8 Shots, CoV Mag mod",,"3.3s Reload, -Damage, -Acc, 8 Shots, CoV Mag mod"
Item-Editor.html,{12:15},,,15,,TOR_SG.part_mag_01,"2.0s Reload, 8 Shots","2.0s Reload, 8 Shots mod","2.0s Reload, 8 Shots mod",,"2.0s Reload, 8 Shots mod"
Item-Editor.html,{12:16},,,16,,TOR_SG.part_mag_02,"1.2s Reload, -Damage, 12 Shots","1.2s Reload, -Damage, 12 Shots mod","1.2s Reload, -Damage, 12 Shots mod",,"1.2s Reload, -Damage, 12 Shots mod"
Item-Editor.html,{12:17},,,17,,TOR_SG.part_mag_ted_thrown_01,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{12:18},,,18,,TOR_SG.part_mag_ted_thrown_02,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{12:19},,,19,,TOR_SG.part_mag_ted_thrown_04_cov,3.0s Reload,3.0s Reload mod,3.0s Reload mod,,3.0s Reload mod
Item-Editor.html,{12:20},,,20,,TOR_SG.part_mag_ted_thrown_05_bor,3.0s Reload,3.0s Reload mod,3.0s Reload mod,,3.0s Reload mod
Item-Editor.html,{12:21},,,21,,TOR_SG.part_scope_ironsight,ADS,ADS mod,ADS mod,,ADS mod
Item-Editor.html,{12:22},,,22,,TOR_SG.part_scope_01_lens_01,ADS,ADS mod,ADS mod,,ADS mod
Item-Editor.html,{12:23},,,23,,TOR_SG.part_scope_01_lens_02,ADS +Zoom,ADS +Zoom mod,ADS +Zoom mod,,ADS +Zoom mod
Item-Editor.html,{12:24},,,24,,TOR_SG.part_scope_02_lens_01,ADS +Zoom,ADS +Zoom mod,ADS +Zoom mod,,ADS +Zoom mod
Item-Editor.html,{12:25},,,25,,TOR_SG.part_scope_02_lens_02,ADS +Zoom,ADS +Zoom mod,ADS +Zoom mod,,ADS +Zoom mod
Item-Editor.html,{12:26},,,26,,TOR_SG.part_scope_acc_s01_l01_a,HUD Elements,Damage mod,HUD Elements,,Damage mod
Item-Editor.html,{12:27},,,27,,TOR_SG.part_scope_acc_s01_l01_b,Mag/Ammo Counter,Reload Speed mod,Mag/Ammo Counter,,Reload Speed mod
Item-Editor.html,{12:28},,,28,,TOR_SG.part_scope_acc_s02_l01_a,HUD Elements,ADS prof mod,HUD Elements,,ADS prof mod
Item-Editor.html,{12:29},,,29,,TOR_SG.part_scope_acc_s02_l01_b,Bullet Drop Gauge,Blast Radius mod,Bullet Drop Gauge,,Blast Radius mod
Item-Editor.html,{12:30},,,30,,TOR_SG.part_scope_acc_s01_l02_a,HUD Elements,Damage mod,HUD Elements,,Damage mod
Item-Editor.html,{12:31},,,31,,TOR_SG.part_scope_acc_s01_l02_b,Mag/Ammo Counter,Reload Speed mod,Mag/Ammo Counter,,Reload Speed mod
Item-Editor.html,{12:32},,,32,,TOR_SG.part_scope_acc_s02_l02_a,Bullet Drop Gauge,ADS prof mod,Bullet Drop Gauge,,ADS prof mod
Item-Editor.html,{12:33},,,33,,TOR_SG.part_scope_acc_s02_l02_b,"Mag Counter, Distance",Blast Radius mod,"Mag Counter, Distance",,Blast Radius mod
Item-Editor.html,{12:34},,,34,,TOR_SG.part_grip_05c_ted_jav,"Tediore reload modifier: Javelin, no stat changes","Tediore reload modifier: Javelin, no stat changes","Tediore reload modifier: Javelin, no stat changes",,"Tediore reload modifier: Javelin, no stat changes"
Item-Editor.html,{12:35},,,35,,TOR_SG.part_grip_05b_ted_homing,"Tediore reload modifier: Homing, no stat changes","Tediore reload modifier: Homing, no stat changes","Tediore reload modifier: Homing, no stat changes",,"Tediore reload modifier: Homing, no stat changes"
